기업집단명,소속회사명,법인등록번호,KSIC,영위업종,종업원수,매출액,기업공개일,A세분류,A대분류,B1주업종,B1_2단,묶음노드,모수계층,판정근거
한화,(주)알이씨데이터센터,1345110614279,L6812,부동산 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
다우키움,(주)알트탭,1101116052099,J6399,그 외 기타 정보 서비스업,0,0,,,,,,,모수밖,매출 0
하림,(주)애그리로보텍,2850110161202,G4653,산업용 기계 및 장비 도매업,52,"16,909",,도매·상사,유통,기계·운송기기,,,T2,KSIC G4653
셀트리온,(주)애나그램,1201110150521,M7153,경영 컨설팅 및 공공 관계 서비스업,0,0,,,,,,,모수밖,매출 0
애경,(주)애드미션,1101112681751,M7131,광고 대행업,5,0,,,,,,,모수밖,매출 0
다우키움,(주)애드이피션시,1101114953992,M7131,광고 대행업,226,"27,798",,인적서비스,서비스,미디어·광고·영상,,,T2,KSIC M7131
에스케이,(주)애커튼테크놀로지서비스,1311110718676,J6202,"컴퓨터시스템 통합 자문, 구축 및 관리업",247,"39,338",,인적서비스,서비스,소프트웨어·IT,,,T2,KSIC J6202
BS,(주)앤유,1712110045798,C2842,조명장치 제조업,3,28,,완제품제조,제조,전자·정밀,전자기기·모듈,,T2,KSIC C2842
카카오,(주)야나두,1311110213981,P8550,일반 교습 학원,118,"23,715",,인적서비스,서비스,교육,,,T2,KSIC P8550
대광,(주)양주회천7피에프브이,2001110731377,L6812,부동산 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
하이브,(주)어도어,1101118077318,J5920,오디오물 출판 및 원판 녹음업,35,"29,553",,콘텐츠·SW,서비스,음악·공연·엔터,,,T2,KSIC J5920
신세계,(주)어뮤즈코리아,1311110502342,C2042,"세제, 화장품 및 광택제 제조업",42,"55,094",,완제품제조,제조,화장품·뷰티,,,T2,KSIC C2042
중앙,(주)어바웃콘텐츠,1211110383025,J5911,"영화, 비디오물 및 방송프로그램 제작업",2,"1,478",,콘텐츠·SW,서비스,미디어·광고·영상,,,T2,KSIC J5911
일진글로벌,(주)어반넥스트,1101110921718,L6811,부동산 임대업,0,0,,,,,,,모수밖,매출 0
대명화학,(주)어센틱금융그룹,1201110922858,K6620,보험 및 연금관련 서비스업,136,"227,270",,금융,서비스,보험업,,,T2,KSIC K6620
대명화학,(주)어센틱브랜즈코리아,1101111914640,C1399,그 외 기타 섬유제품 제조업,28,"2,401",,소재제조,제조,의류·패션,,,T2,KSIC C1399
대명화학,(주)어센틱브랜즈홀딩스,1754110012608,M7153,경영 컨설팅 및 공공 관계 서비스업,0,0,,,,,,,모수밖,매출 0
카카오,(주)어썸이엔티,1101116773009,M7390,"그 외 기타 전문, 과학 및 기술 서비스업",28,"21,531",,인적서비스,서비스,전문서비스,,,T2,KSIC M7390
대명화학,(주)얼터에고,1101118109351,G4741,의복 소매업,0,106,,소매,유통,의류·패션,,,T2,KSIC G4741
삼천리,(주)에너마인글로벌,1101110519037,G4610,상품 중개업,0,"6,868",,도매·상사,유통,다품목·범용,,,T2,KSIC G4610
엘에스,(주)에너지링크나주,2055110089179,D3513,전기 판매업,0,719,,시설·자산운영,서비스,에너지·자원·환경,,,T2,KSIC D3513
엘에스,(주)에너지링크울산,2301110396919,D3513,전기 판매업,3,"1,893",,시설·자산운영,서비스,에너지·자원·환경,,,T2,KSIC D3513
라인,(주)에덴,1311110330488,L6812,부동산 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
아모레퍼시픽,(주)에뛰드,1345110002979,G4644,"의약품, 의료용품 및 화장품 도매업",115,"115,092",,도매·상사,유통,의약·바이오,,,T2,KSIC G4644
BGF,(주)에미커스파트너스,1101113796658,M7153,경영 컨설팅 및 공공 관계 서비스업,1,0,,,,,,,모수밖,매출 0
하림,(주)에버미라클,2101110035222,C2031,비료 및 질소화합물 제조업,31,"7,726",,완제품제조,제조,화학·소재,농화학,,T2,KSIC C2031
한국항공우주산업,(주)에비오시스 테크놀러지스,1311110360964,C3132,항공기용 엔진 및 부품 제조업,36,"10,029",,완제품제조,제조,기계·운송기기,항공·우주·방산,,T2,KSIC C3132
중흥건설,(주)에스개발,1501110305090,L6812,부동산 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
롯데,(주)에스디제이,1101115850593,G4652,"가전제품, 통신장비 및 부품 도매업",2,0,,,,,,,모수밖,매출 0
신세계,(주)에스밸류기업구조조정부동산투자회사,1101110936145,L6811,부동산 임대업,0,0,,,,,,,모수밖,매출 0
교보생명보험,(주)에스비아이저축은행,1101110121981,K6413,신용조합 및 저축기관,620,"1,508,480",,금융,서비스,은행업,,,T2,KSIC K6413
태영,(주)에스비에스,1101110731483,J6021,지상파 방송업,857,"676,707",1999/05/12,시설·자산운영,서비스,미디어·광고·영상,,,T2,KSIC J6021
태영,(주)에스비에스네오파트너스,1101116480620,M7153,경영 컨설팅 및 공공 관계 서비스업,1,0,,,,,,,모수밖,매출 0
태영,(주)에스비에스디앤피,1101118601290,M7131,광고 대행업,10,"1,078",,인적서비스,서비스,미디어·광고·영상,,,T2,KSIC M7131
태영,(주)에스비에스미디어넷,1101112001040,J6022,"유선, 위성 및 기타 방송업",226,"155,748",,시설·자산운영,서비스,미디어·광고·영상,,,T2,KSIC J6022
태영,(주)에스비에스아이,1101116480646,J6399,그 외 기타 정보 서비스업,124,"18,339",,플랫폼·중개,서비스,소프트웨어·IT,,,T2,KSIC J6399
태영,(주)에스비에스에이앤티,1101111601156,J5911,"영화, 비디오물 및 방송프로그램 제작업",399,"124,339",,콘텐츠·SW,서비스,미디어·광고·영상,,,T2,KSIC J5911
태영,(주)에스비에스엠앤씨,1101114717108,M7131,광고 대행업,84,"60,960",,인적서비스,서비스,미디어·광고·영상,,,T2,KSIC M7131
아모레퍼시픽,(주)에스쁘아,1101115605013,G4644,"의약품, 의료용품 및 화장품 도매업",95,"77,211",,도매·상사,유통,의약·바이오,,,T2,KSIC G4644
삼천리,(주)에스솔라루프1,1314110061721,D3511,발전업,0,0,,,,,,,모수밖,매출 0
삼천리,(주)에스솔라에너지1,1314110061722,D3511,발전업,0,0,,,,,,,모수밖,매출 0
웅진,(주)에스씨에스,1358110287722,D3520,연료용 가스 제조 및 배관공급업,45,"2,818",,시설·자산운영,서비스,에너지·자원·환경,,,T2,KSIC D3520
신세계,(주)에스씨케이컴퍼니,1101111461667,I5622,비알코올 음료점업,"22,668","3,237,979",,인적서비스,서비스,외식·급식,,,T2,KSIC I5622
한솔,(주)에스아이머트리얼즈,1501110370639,C2421,"비철금속 제련, 정련 및 합금 제조업",7,0,,,,,,,모수밖,매출 0
한화,(주)에스아이티테크,1348110314477,G4659,기타 기계 및 장비 도매업,87,"8,403",,도매·상사,유통,기계·운송기기,,,T2,KSIC G4659
글로벌세아,(주)에스앤에이,1348110769721,C1419,기타 봉제의복 제조업,31,"13,348",,완제품제조,제조,의류·패션,,,T2,KSIC C1419
세아,(주)에스에스아이케이,1101116572344,G4672,1차 금속제품 및 금속광물 도매업,1,"3,813",,도매·상사,유통,금속,,,T2,KSIC G4672
신세계,(주)에스에스지닷컴,1101116968436,G4791,통신 판매업,"2,396","1,219,641",,소매,유통,다품목·범용,,,T2,KSIC G4791
신세계,(주)에스에스지페이먼츠,1101110930630,K6619,기타 금융 지원 서비스업,43,"37,017",,금융,서비스,결제·핀테크,,,T2,KSIC K6619
삼성,(주)에스에이치피코퍼레이션,1101118151310,R9113,기타 스포츠시설 운영업,326,"68,062",,시설·자산운영,서비스,레저·숙박·스포츠,,,T2,KSIC R9113
포스코,(주)에스엔엔씨,2046110023415,C2421,"비철금속 제련, 정련 및 합금 제조업",294,"767,857",,소재제조,제조,금속,비철금속,,T2,KSIC C2421
대명화학,(주)에스엘케이,1345110140266,H5210,보관 및 창고업,165,"40,983",,운송·보관,서비스,창고·물류,,,T2,KSIC H5210
신영,(주)에스엘플랫폼,1101110164692,L6821,부동산 관리업,270,"91,074",,인적서비스,서비스,부동산·임대,,,T2,KSIC L6821
카카오,(주)에스엠라이프디자인그룹,1101111626063,C1811,인쇄업,42,"52,655",2002/05/30,완제품제조,제조,화학·소재,제지·포장,,T2,KSIC C1811
SM,(주)에스엠바로코사,1345110041092,G4680,상품 종합 도매업,9,"4,789",,도매·상사,유통,다품목·범용,,,T2,KSIC G4680
SM,(주)에스엠바로코사경인,1101110280133,G4633,음료 및 담배 도매업,8,"6,153",,도매·상사,유통,주류·담배,,,T2,KSIC G4633
SM,(주)에스엠바로코사부산,1201110216920,G4610,상품 중개업,13,"9,339",,도매·상사,유통,다품목·범용,,,T2,KSIC G4610
SM,(주)에스엠벡셀,1341110003058,C3031,자동차 엔진용 신품 부품 제조업,241,"150,271",1994/12/01,부품제조,제조,기계·운송기기,완성차·부품,,T2,KSIC C3031
카카오,(주)에스엠브랜드마케팅,1101113954199,G4791,통신 판매업,104,"64,143",,소매,유통,다품목·범용,,,T2,KSIC G4791
카카오,(주)에스엠엔터테인먼트,1101111128340,J5920,오디오물 출판 및 원판 녹음업,782,"812,501",2000/04/27,콘텐츠·SW,서비스,음악·공연·엔터,,,T2,KSIC J5920
카카오,(주)에스엠유니버스,1101117489209,P8562,예술학원,12,"6,178",,인적서비스,서비스,교육,,,T2,KSIC P8562
카카오,(주)에스엠컬처앤콘텐츠,1101110275134,M7131,광고 대행업,353,"94,642",2001/01/16,인적서비스,서비스,미디어·광고·영상,,,T2,KSIC M7131
카카오,(주)에스엠컬처파트너스,1101118229860,K6420,신탁업 및 집합투자업,6,"4,156",,금융,서비스,자산운용업,,,T2,KSIC K6420
카카오,(주)에스엠타운플래너,1101116363917,L6811,부동산 임대업,4,214,,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6811
신세계,(주)에스엠피엠씨,1101118189593,N7410,사업시설 유지․관리 서비스업,136,"126,192",,인적서비스,서비스,사업지원서비스,,,T2,KSIC N7410
신영,(주)에스와이서부개발,1501110312714,L6812,부동산 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
신영,(주)에스와이신도시개발,1501110198247,L6812,부동산 개발 및 공급업,1,0,,,,,,,모수밖,매출 0
삼성,(주)에스원,1101110221939,N7532,보안시스템 서비스업,"7,123","2,859,677",1996/01/30,인적서비스,서비스,사업지원서비스,,,T2,KSIC N7532
엘에스,(주)에스이모빌리티,1358110457953,D3513,전기 판매업,23,"38,038",,시설·자산운영,서비스,에너지·자원·환경,,,T2,KSIC D3513
삼천리,(주)에스지유통,1358110354927,G4632,가공식품 도매업,0,0,,,,,,,모수밖,매출 0
중흥건설,(주)에스투엘레바,1501110290952,L6812,부동산 개발 및 공급업,3,0,,,,,,,모수밖,매출 0
삼천리,(주)에스티인터내셔널코퍼레이션,1101110007131,G4680,상품 종합 도매업,65,"294,007",,도매·상사,유통,다품목·범용,,,T2,KSIC G4680
삼천리,(주)에스파워,1314110270307,D3511,발전업,26,"660,755",,시설·자산운영,서비스,에너지·자원·환경,,,T2,KSIC D3511
대명화학,(주)에스폴,1342110244311,C3399,그 외 기타 분류 안된 제품 제조업,4,361,,완제품제조,제조,생활용품·가구,,,T2,KSIC C3399
삼천리,(주)에스퓨처스,1348110666018,K6499,그 외 기타 금융업,0,3,,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
신세계,(주)에스피글로벌디벨롭먼트,1101110952647,L6812,부동산 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
삼표,(주)에스피네이처,1348110283705,G4679,재생용 재료 및 기타 상품 전문 도매업,271,"466,008",,도매·상사,유통,다품목·범용,,,T2,KSIC G4679
삼표,(주)에스피레미콘,1342110293277,C2399,그 외 기타 비금속 광물제품 제조업,66,"71,467",,소재제조,제조,화학·소재,건축소재,,T2,KSIC C2399
삼표,(주)에스피에스테이트,1101116647105,L6811,부동산 임대업,13,0,,,,,,,모수밖,매출 0
삼표,(주)에스피환경,1747110055108,E3821,지정 외 폐기물 처리업,24,"31,808",,시설·자산운영,서비스,에너지·자원·환경,,,T2,KSIC E3821
한진,(주)에어코리아,1101113896325,H5293,항공 운송지원 서비스업,"1,500","81,368",,운송·보관,서비스,창고·물류,,,T2,KSIC H5293
지에스,(주)에이더블유피,1711110022996,D3511,발전업,0,0,,,,,,,모수밖,매출 0
하이브,(주)에이비디,1101110952336,J5920,오디오물 출판 및 원판 녹음업,17,0,,,,,,,모수밖,매출 0
신영,(주)에이알에이신영위탁관리부동산투자회사,1101115808980,L6812,부동산 개발 및 공급업,1,"3,373",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
신영,(주)에이알에이신영제2호위탁관리부동산투자회사,1101116055506,L6812,부동산 개발 및 공급업,1,"3,764",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
대명화학,(주)에이앤비,1801111356921,G4741,의복 소매업,5,"1,469",,소매,유통,의류·패션,,,T2,KSIC G4741
세아,(주)에이앤에이인베스트,1101117533311,M7153,경영 컨설팅 및 공공 관계 서비스업,0,29,,인적서비스,서비스,전문서비스,,,T2,KSIC M7153
효성,(주)에이에스씨,1101111907538,K6499,그 외 기타 금융업,10,"2,453",,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
카카오,(주)에이엑스지,1311110076645,J6312,포털 및 기타 인터넷 정보매개 서비스업,211,"21,979",,플랫폼·중개,서비스,소프트웨어·IT,,,T2,KSIC J6312
애경,(주)에이제이피,1101116829365,N7599,그 외 기타 사업지원 서비스업,290,"13,908",,인적서비스,서비스,사업지원서비스,,,T2,KSIC N7599
태광,(주)에이제이피,1101116829365,N7599,그 외 기타 사업지원 서비스업,290,"13,908",,인적서비스,서비스,사업지원서비스,,,T2,KSIC N7599
신세계,(주)에이지글로벌홀딩스,1101119142649,K6499,그 외 기타 금융업,0,0,,,,,,,모수밖,매출 0
에이치디씨,(주)에이치디씨민간임대주택제1호위탁관리부동산투자회사,1101116465599,L6812,부동산 개발 및 공급업,0,"2,360",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
에이치디씨,(주)에이치디씨아이파크제1호위탁관리부동산투자회사,1101117641966,L6812,부동산 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
에이치디씨,(주)에이치디씨아이파크제2호위탁관리부동산투자회사,1101117642211,L6812,부동산 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
HD현대,(주)에이치디현대스포츠,2301110141413,R9119,기타 스포츠 서비스업,25,"53,362",,인적서비스,서비스,레저·숙박·스포츠,,,T2,KSIC R9119
한화,(주)에이치밸리,1348110187775,L6812,부동산 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
호반,(주)에이치비양재,1101117263356,L6812,부동산 개발 및 공급업,1,0,,,,,,,모수밖,매출 0
한화,(주)에이치씨앤디,1345110634467,L6812,부동산 개발 및 공급업,9,0,,,,,,,모수밖,매출 0
부영,(주)에이치아이엠,2201110126128,J5812,"신문, 잡지 및 정기간행물 출판업",0,6,,콘텐츠·SW,서비스,미디어·광고·영상,,,T2,KSIC J5812
한솔,(주)에이치에스머티리얼즈,2101110156151,C2012,기초 무기 화학물질 제조업,25,"25,234",,소재제조,제조,화학·소재,석유화학·기초,,T2,KSIC C2012
엘지,(주)에이치에스애드,1101110375398,M7131,광고 대행업,809,"333,307",1999/08/11,인적서비스,서비스,미디어·광고·영상,,,T2,KSIC M7131
효성,(주)에이치에스효성,1101118993457,K6499,그 외 기타 금융업,185,"332,815",2024/07/29,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
효성,(주)에이치에스효성오토웍스,1311110341849,G4521,자동차 신품 부품 및 내장품 판매업,10,"8,114",,도매·상사,유통,기계·운송기기,완성차·부품,,T2,KSIC G4521
HL,(주)에이치엘클레무브,1345110132825,C3039,자동차용 기타 신품 부품 제조업,"1,190","1,260,415",,부품제조,제조,기계·운송기기,완성차·부품,,T2,KSIC C3039
고려에이치씨,(주)에이치엠티메가라인,1101114195346,H5011,외항 운송업,16,"11,625",,운송·보관,서비스,해상운송,,,T2,KSIC H5011
호반,(주)에이치원에스디아이,2001110394993,L6812,부동산 개발 및 공급업,5,"4,524",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
현대해상화재보험,(주)에이치지이니셔티브,1101115402261,K6420,신탁업 및 집합투자업,9,"2,328",,금융,서비스,자산운용업,,,T2,KSIC K6420
한국콜마,(주)에이치케이케미스토리,1201111270016,C2223,포장용 플라스틱제품 제조업,2,"13,133",,완제품제조,제조,화학·소재,제지·포장,,T2,KSIC C2223
한화,(주)에이치테크노로지스틱스,1348110772287,H5210,보관 및 창고업,0,0,,,,,,,모수밖,매출 0
한화,(주)에이치테크노밸리,1348110608325,L6812,부동산 개발 및 공급업,0,"25,866",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
세아,(주)에이치피피,1101115386366,K6499,그 외 기타 금융업,6,"3,019",,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
